family,Category,rating,id,weights,styles,connotations,character,available_fonts
Kaisei HarunoUmi,serif,1112,kaisei-harunoumi,"400,500,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"KaiseiHarunoUmi-Regular,KaiseiHarunoUmi-Medium,KaiseiHarunoUmi-Bold"
Birthstone Bounce,handwriting,1113,birthstone-bounce,"400,500",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"BirthstoneBounce-Medium,BirthstoneBounce-Regular"
Ribeye Marrow,display,1114,ribeye-marrow,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RibeyeMarrow-Regular
Fruktur,display,1115,fruktur,400,"['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Fruktur-Regular,Fruktur-Italic"
Lakki Reddy,handwriting,1116,lakki-reddy,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LakkiReddy-Regular
Hanalei,display,1117,hanalei,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Hanalei-Regular,HanaleiFill-Regular"
Mohave,sans-serif,1118,mohave,"300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Mohave,Mohave-Italic"
Diplomata SC,display,1119,diplomata-sc,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,DiplomataSC-Regular
Grenze,serif,1120,grenze,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Grenze-ExtraLight,Grenze-ThinItalic,Grenze-BoldItalic,Grenze-Light,Grenze-ExtraLightItalic,Grenze-Medium,Grenze-Regular,Grenze-Italic,Grenze-LightItalic,Grenze-Thin,Grenze-SemiBoldItalic,Grenze-Bold,Grenze-Black,Grenze-ExtraBold,GrenzeGotisch,Grenze-BlackItalic,Grenze-SemiBold,Grenze-ExtraBoldItalic,Grenze-MediumItalic"
Caesar Dressing,display,1121,caesar-dressing,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,CaesarDressing-Regular
Bahiana,display,1122,bahiana,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Bahiana-Regular
Nuosu SIL,serif,1123,nuosu-sil,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NuosuSIL-Regular
Maiden Orange,display,1124,maiden-orange,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,MaidenOrange-Regular
Libre Barcode 39 Extended,display,1125,libre-barcode-39-extended,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"LibreBarcode39Extended-Regular,LibreBarcode39ExtendedText-Regular"
Metal,display,1126,metal,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"MetalMania-Regular,Metal-Regular"
Smooch,handwriting,1127,smooch,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"SmoochSans,Smooch-Regular"
Oldenburg,display,1128,oldenburg,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Oldenburg-Regular
Noto Sans Oriya,sans-serif,1129,noto-sans-oriya,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansOriyaUI-Black,NotoSansOriyaUI-Bold,NotoSansOriyaUI-Thin,NotoSansOriya,NotoSansOriyaUI-Regular"
Big Shoulders Stencil Text,display,1130,big-shoulders-stencil-text,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BigShouldersStencilText
Jim Nightshade,handwriting,1131,jim-nightshade,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,JimNightshade-Regular
Fragment Mono,monospace,1132,fragment-mono,400,"['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"FragmentMono-Italic,FragmentMono-Regular"
Spline Sans Mono,monospace,1133,spline-sans-mono,"300,400,500,600,700","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"SplineSansMono,SplineSansMono-Italic"
Tiro Telugu,serif,1134,tiro-telugu,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TiroTelugu-Regular,TiroTelugu-Italic"
Noto Serif Sinhala,serif,1135,noto-serif-sinhala,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifSinhala
Shippori Antique B1,sans-serif,1136,shippori-antique-b1,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ShipporiAntiqueB1-Regular
Kirang Haerang,display,1137,kirang-haerang,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,KirangHaerang-Regular
Devonshire,handwriting,1138,devonshire,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Devonshire-Regular
Tiro Gurmukhi,serif,1139,tiro-gurmukhi,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TiroGurmukhi-Regular,TiroGurmukhi-Italic"
Revalia,display,1140,revalia,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Revalia-Regular
Gluten,display,1142,gluten,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Glutenslnt
Chela One,display,1143,chela-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,ChelaOne-Regular
Jacques Francois,serif,1144,jacques-francois,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"JacquesFrancois-Regular,JacquesFrancoisShadow-Regular"
Liu Jian Mao Cao,handwriting,1145,liu-jian-mao-cao,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LiuJianMaoCao-Regular
Kantumruy Pro,sans-serif,1146,kantumruy-pro,"100,200,300,400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"KantumruyPro,KantumruyPro-Italic"
Seymour One,sans-serif,1147,seymour-one,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,SeymourOne-Regular
Hanalei Fill,display,1148,hanalei-fill,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,HanaleiFill-Regular
New Tegomin,serif,1149,new-tegomin,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NewTegomin-Regular
Noto Sans Symbols 2,sans-serif,1150,noto-sans-symbols-2,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSymbols2-Regular
Yaldevi,sans-serif,1151,yaldevi,"200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Yaldevi,YaldeviColombo-Regular,YaldeviColombo-Medium,YaldeviColombo-ExtraLight,YaldeviColombo-SemiBold,YaldeviColombo-Light,YaldeviColombo-Bold"
Anek Devanagari,sans-serif,1152,anek-devanagari,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekDevanagari
Smythe,display,1153,smythe,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Smythe-Regular
Jacques Francois Shadow,display,1154,jacques-francois-shadow,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,JacquesFrancoisShadow-Regular
Ewert,display,1155,ewert,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Ewert-Regular
Benne,serif,1156,benne,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Benne-Regular
Galindo,display,1157,galindo,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Galindo-Regular
Noto Sans Gujarati,sans-serif,1158,noto-sans-gujarati,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansGujaratiUI-Medium,NotoSansGujaratiUI-Light,NotoSansGujaratiUI-Thin,NotoSansGujaratiUI-Bold,NotoSansGujaratiUI-ExtraLight,NotoSansGujaratiUI-SemiBold,NotoSansGujaratiUI-Regular,NotoSansGujaratiUI-Black,NotoSansGujaratiUI-ExtraBold,NotoSansGujarati"
Long Cang,handwriting,1159,long-cang,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LongCang-Regular
Smooch Sans,sans-serif,1160,smooch-sans,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,SmoochSans
Almendra SC,serif,1161,almendra-sc,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,AlmendraSC-Regular
Bungee Outline,display,1162,bungee-outline,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BungeeOutline-Regular
Suwannaphum,serif,1163,suwannaphum,"100,300,400,700,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Suwannaphum-Thin,Suwannaphum-Light,Suwannaphum-Regular,Suwannaphum-Bold,Suwannaphum-Black"
Snippet,sans-serif,1164,snippet,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Snippet
Zen Antique Soft,serif,1165,zen-antique-soft,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,ZenAntiqueSoft-Regular
Glass Antiqua,display,1166,glass-antiqua,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,GlassAntiqua-Regular
Dr Sugiyama,handwriting,1168,dr-sugiyama,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,DrSugiyama-Regular
Flavors,display,1169,flavors,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Flavors-Regular
Gentium Plus,serif,1170,gentium-plus,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"GentiumPlus-Italic,GentiumPlus-BoldItalic,GentiumPlus-Regular,GentiumPlus-Bold"
Noto Sans Gothic,sans-serif,1171,noto-sans-gothic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansGothic-Regular
Beau Rivage,handwriting,1173,beau-rivage,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,BeauRivage-Regular
M PLUS 1 Code,sans-serif,1174,m-plus-1-code,"100,200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,MPLUS1Code
BIZ UDMincho,serif,1175,biz-udmincho,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"BIZUDMincho-Bold,BIZUDMincho-Regular"
Asset,display,1176,asset,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Asset-Regular
Fuggles,handwriting,1177,fuggles,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Fuggles-Regular
Bungee Hairline,display,1178,bungee-hairline,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BungeeHairline-Regular
Gidugu,sans-serif,1179,gidugu,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Gidugu-Regular
Passero One,display,1180,passero-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,PasseroOne-Regular
Festive,handwriting,1181,festive,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Festive-Regular
Noto Sans Math,sans-serif,1182,noto-sans-math,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMath-Regular
Almendra Display,display,1183,almendra-display,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,AlmendraDisplay-Regular
Geostar Fill,display,1184,geostar-fill,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,GeostarFill-Regular
Noto Sans Tai Viet,sans-serif,1185,noto-sans-tai-viet,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTaiViet-Regular
Lavishly Yours,handwriting,1186,lavishly-yours,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LavishlyYours-Regular
Sedgwick Ave Display,handwriting,1187,sedgwick-ave-display,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,SedgwickAveDisplay-Regular
Atomic Age,display,1188,atomic-age,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,AtomicAge-Regular
Whisper,handwriting,1189,whisper,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Whisper-Regular
Combo,display,1190,combo,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Combo-Regular
Bokor,display,1191,bokor,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Bokor-Regular
Dangrek,display,1192,dangrek,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Dangrek-Regular
Siemreap,display,1193,siemreap,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Siemreap
Butterfly Kids,handwriting,1194,butterfly-kids,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,ButterflyKids-Regular
Solitreo,handwriting,1195,solitreo,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Solitreo-Regular
Erica One,display,1196,erica-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,EricaOne-Regular
Gwendolyn,handwriting,1197,gwendolyn,"400,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"Gwendolyn-Bold,Gwendolyn-Regular"
Finlandica,sans-serif,1198,finlandica,"400,500,600,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Finlandica,Finlandica-Italic"
Barriecito,display,1199,barriecito,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Barriecito-Regular
Syne Tactile,display,1200,syne-tactile,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SyneTactile-Regular
Meow Script,handwriting,1201,meow-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,MeowScript-Regular
Miss Fajardose,handwriting,1202,miss-fajardose,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,MissFajardose-Regular
Federant,display,1203,federant,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Federant-Regular
Qahiri,sans-serif,1204,qahiri,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Qahiri-Regular
Noto Serif Georgian,serif,1205,noto-serif-georgian,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifGeorgian
Texturina,serif,1206,texturina,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Texturina-Italic,Texturina"
Astloch,display,1208,astloch,"400,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Astloch-Bold,Astloch-Regular"
Tiro Devanagari Sanskrit,serif,1209,tiro-devanagari-sanskrit,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TiroDevanagariSanskrit-Regular,TiroDevanagariSanskrit-Italic"
Nova Slim,display,1210,nova-slim,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,NovaSlim
Ruge Boogie,handwriting,1211,ruge-boogie,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,RugeBoogie-Regular
Zen Tokyo Zoo,display,1212,zen-tokyo-zoo,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,ZenTokyoZoo-Regular
Imbue,serif,1213,imbue,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Imbue
The Nautigal,handwriting,1214,the-nautigal,"400,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,"TheNautigal-Bold,TheNautigal-Regular"
Lexend Tera,sans-serif,1215,lexend-tera,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,LexendTera
Praise,handwriting,1216,praise,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Praise-Regular
Trochut,display,1217,trochut,"400,700","['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Trochut-Bold,Trochut-Italic,Trochut-Regular"
Mr Bedfort,handwriting,1218,mr-bedfort,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,MrBedfort-Regular
Gupter,serif,1219,gupter,"400,500,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"Gupter-Medium,Gupter-Bold,Gupter-Regular"
Neonderthaw,handwriting,1220,neonderthaw,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Neonderthaw-Regular
Noto Music,sans-serif,1221,noto-music,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoMusic-Regular
Noto Serif Khmer,serif,1222,noto-serif-khmer,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifKhmer
Water Brush,handwriting,1223,water-brush,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,WaterBrush-Regular
Noto Sans Khmer,sans-serif,1224,noto-sans-khmer,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansKhmerUI,NotoSansKhmer"
Genos,sans-serif,1225,genos,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"Genos-Italic,Genos"
Rubik Distressed,display,1226,rubik-distressed,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikDistressed-Regular
Big Shoulders Stencil Display,display,1227,big-shoulders-stencil-display,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BigShouldersStencilDisplay
GFS Neohellenic,sans-serif,1228,gfs-neohellenic,"400,700","['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"GFSNeohellenicBold,GFSNeohellenicBoldItalic,GFSNeohellenic,GFSNeohellenicItalic"
Vibes,display,1229,vibes,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Vibes-Regular,GreatVibes-Regular"
Chenla,display,1231,chenla,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Chenla
IBM Plex Sans Hebrew,sans-serif,1232,ibm-plex-sans-hebrew,"100,200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"IBMPlexSansHebrew-Regular,IBMPlexSansHebrew-Light,IBMPlexSansHebrew-SemiBold,IBMPlexSansHebrew-Thin,IBMPlexSansHebrew-Bold,IBMPlexSansHebrew-Medium,IBMPlexSansHebrew-ExtraLight"
Noto Serif Kannada,serif,1233,noto-serif-kannada,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifKannada
Nova Cut,display,1234,nova-cut,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,NovaCut
Anek Gujarati,sans-serif,1235,anek-gujarati,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekGujarati
Langar,display,1236,langar,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Langar-Regular
DynaPuff,display,1237,dynapuff,"400,500,600,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,DynaPuff
Noto Sans Ethiopic,sans-serif,1238,noto-sans-ethiopic,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansEthiopic
Aubrey,display,1239,aubrey,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Aubrey-Regular
Chivo Mono,monospace,1240,chivo-mono,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","technical, precise, retro, futuristic, minimal, structured",character5,"ChivoMono-Italic,ChivoMono"
Caramel,handwriting,1241,caramel,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Caramel-Regular
Mea Culpa,handwriting,1243,mea-culpa,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,MeaCulpa-Regular
Sofadi One,display,1244,sofadi-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SofadiOne-Regular
Purple Purse,display,1245,purple-purse,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,PurplePurse-Regular
Nabla,display,1246,nabla,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,NablaEDPTEHLT
Snowburst One,display,1247,snowburst-one,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,SnowburstOne-Regular
Tai Heritage Pro,serif,1248,tai-heritage-pro,"400,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TaiHeritagePro-Regular,TaiHeritagePro-Bold"
Updock,handwriting,1249,updock,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Updock-Regular
Sassy Frass,handwriting,1250,sassy-frass,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,SassyFrass-Regular
Noto Sans Samaritan,sans-serif,1251,noto-sans-samaritan,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSamaritan-Regular
Sunshiney,handwriting,1252,sunshiney,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Sunshiney-Regular
Babylonica,handwriting,1253,babylonica,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Babylonica-Regular
Suravaram,serif,1254,suravaram,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Suravaram-Regular
Butcherman,display,1255,butcherman,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Butcherman-Regular
Ballet,handwriting,1256,ballet,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Ballet
Londrina Sketch,display,1257,londrina-sketch,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,LondrinaSketch-Regular
Hubballi,display,1258,hubballi,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Hubballi-Regular
Nova Oval,display,1259,nova-oval,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,NovaOval
Lexend Peta,sans-serif,1260,lexend-peta,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,LexendPeta
Nova Script,display,1261,nova-script,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,NovaScript-Regular
Flow Circular,display,1262,flow-circular,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,FlowCircular-Regular
Miltonian,display,1263,miltonian,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Miltonian-Regular,MiltonianTattoo-Regular"
Rubik Bubbles,display,1264,rubik-bubbles,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikBubbles-Regular
Rubik Beastly,display,1265,rubik-beastly,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikBeastly-Regular
Imperial Script,handwriting,1266,imperial-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,ImperialScript-Regular
Bonheur Royale,handwriting,1267,bonheur-royale,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,BonheurRoyale-Regular
Bonbon,handwriting,1268,bonbon,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Bonbon-Regular
Luxurious Script,handwriting,1269,luxurious-script,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LuxuriousScript-Regular
Preahvihear,sans-serif,1270,preahvihear,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Preahvihear-Regular
Rubik Glitch,display,1271,rubik-glitch,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikGlitch-Regular
Noto Sans Thai Looped,sans-serif,1272,noto-sans-thai-looped,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansThaiLooped-Light,NotoSansThaiLooped-SemiBold,NotoSansThaiLooped-ExtraBold,NotoSansThaiLooped-Medium,NotoSansThaiLooped-Regular,NotoSansThaiLooped-Black,NotoSansThaiLooped-ExtraLight,NotoSansThaiLooped-Thin,NotoSansThaiLooped-Bold"
Truculenta,sans-serif,1273,truculenta,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Truculenta
Lacquer,display,1274,lacquer,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Lacquer-Regular
Taprom,display,1275,taprom,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Taprom-Regular
Redacted Script,display,1276,redacted-script,"300,400,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"RedactedScript-Bold,RedactedScript-Light,RedactedScript-Regular"
Kenia,display,1277,kenia,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Kenia-Regular
