family,Category,rating,id,weights,styles,connotations,character,available_fonts,fam_lower,year,description,keywords,designer
Rubik Marker Hatch,display,1368,rubik-marker-hatch,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikMarkerHatch-Regular,rubikmarkerhatch,2020.0,"
The Generative Fonts is an original, script-generated collection of fonts based on the Google Fonts Rubik by Hubert and Fischer, Meir Sadan and Cyreal. The code used to generate it can be found at github.com/NaN-xyz/Glyph-Filters.


Check for more Rubik ""Filtered"" fonts!


To contribute, see github.com/NaN-xyz/Rubik-Filtered.

",{'original'},"[nan, 'Luke Prowse']"
Noto Serif Tangut,serif,1369,noto-serif-tangut,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifTangut-Regular,notoseriftangut,2019.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Tangut is a modulated (“serif”) design for texts in the
  historical East Asian Tangut script. It has 6,897 glyphs.

","{'historical', 'global', 'modern'}",['Google']
Twinkle Star,handwriting,1370,twinkle-star,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,TwinkleStar-Regular,twinklestar,2003.0,"
Twinkle Star is a cute and fun juvenile script. It comes in two stylistic styles: A Script with a more curvy quality and a casual style with more children writing resemblance. 


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/twinkle-star.

","{'casual', 'stylistic'}",['Robert Leuschke']
Puppies Play,handwriting,1371,puppies-play,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,PuppiesPlay-Regular,puppiesplay,2021.0,"
Puppies Play is a fun, bouncy script with connectors that give a playful flow. Perfect for baby shower invitations, nursery rhymes, and other items that require a fun, children's look.


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/puppies-play.

",set(),['Robert Leuschke']
Cherish,handwriting,1372,cherish,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Cherish-Regular,cherish,2021.0,"
Cherish is a gorgeous dry brush style that adds expression and sophistication to your design creations. Perfect for captions and short phrases combined with modern sans fonts.


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/cherish.

",{'modern'},['Robert Leuschke']
Reem Kufi Ink,sans-serif,1373,reem-kufi-ink,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ReemKufiInk-Regular,reemkufiink,2022.0,"
Reem Kufi Ink is a Kufic typeface based on early Kufic (Mushafi) models, but retrofitted to the Fatimid Kufic grid and with borrowing from its forms. Reem Kufi Ink is largely based on the Kufic designs of the late master of Arabic calligraphy Mohammed Abdul Qadir who revived this art in the 20th century and formalised its rules.


Reem Kufi Ink is particularly suitable for display settings, in titles or decorations. Due to its unmistakable old Kufic style, it gives a feeling of something old, historical, or Islamic.


The Arabic component was designed by Khaled Hosny, who combined it with the Latin component by Santiago Orozco.
Reem is an Arabic female name that literally means “a white deer,” and is also the name of Khaled's daughter.


To contribute, see github.com/alif-type/reem-kufi

","{'particular', 'formal', 'historical', 'suitable'}","['Khaled Hosny', 'Santiago Orozco']"
Estonia,handwriting,1374,estonia,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Estonia-Regular,estonia,2021.0,"
Estonia is based on the calligraphic style found in the east European country of Estonia. The swash stylistic sets are designed to be used in conjunction with the regular version.


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/estonia.

","{'calligraphic', 'stylistic', 'graphic', 'regular'}",['Robert Leuschke']
M PLUS Code Latin,sans-serif,1375,m-plus-code-latin,"100,200,300,400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,MPLUSCodeLatin,mpluscodelatin,2021.0,"
M+ FONTS is a little nifty font family for everyday usage. Mplus Code Latin is a Sans Serif font with seven weights from Thin to Bold, supporting GF Latin Plus. Because this font is for programming usage, it has high readability even in small sizes, and letterforms are designed to avoid misreadings as much as possible. There are two styles—Mplus Code Latin 50 and Mplus Code Latin 60, each having 50% and 60% character width.


To contribute to the project, visit https://github.com/coz-m/MPLUS_FONTS

","{'possible', 'little'}",['Coji Morishita']
Rubik Burned,display,1376,rubik-burned,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikBurned-Regular,rubikburned,2020.0,"
The Generative Fonts is an original, script-generated collection of fonts based on the Google Fonts Rubik by Hubert and Fischer, Meir Sadan and Cyreal. The code used to generate it can be found at github.com/NaN-xyz/Glyph-Filters.


Check for more Rubik ""Filtered"" fonts!


To contribute, see github.com/NaN-xyz/Rubik-Filtered.

",{'original'},"[nan, 'Luke Prowse']"
Noto Sans Mongolian,sans-serif,1377,noto-sans-mongolian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMongolian-Regular,notosansmongolian,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Mongolian is an unmodulated (“sans serif”) design for
  texts in the Central Asian Mongolian script. It has 1,563 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Flow Block,display,1378,flow-block,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,FlowBlock-Regular,flowblock,2020.0,"
    Flow is a font family built for abstracting content and code for design mockups, wireframing, presentations, and websites. It's not perfect, but neither are your wireframes. Flow has sub-pixels, artifacts, overlaps and other imperfections.


    Flow comes in three styles: Circular, Rounded and Block.


    Check out danross.co/flow/.


    To contribute, see github.com/HYPD/flow-typeface.


    To learn more, read Flow and Redacted: Check out these new options for wireframes and other early-stage designs.
",set(),['Dan Ross']
Noto Sans Sora Sompeng,sans-serif,1379,noto-sans-sora-sompeng,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSoraSompeng,notosanssorasompeng,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Sora Sompeng is an unmodulated (“sans serif”) design for
  texts in the Indic Sora Sompeng script. It has multiple weights and
  42 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Old Persian,sans-serif,1380,noto-sans-old-persian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOldPersian-Regular,notosansoldpersian,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Old Persian is an unmodulated (“sans serif”) design for
  texts in the historical Middle Eastern Old Persian script. It has 55
  glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Ahom,serif,1381,noto-serif-ahom,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifAhom-Regular,notoserifahom,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Ahom is a modulated (“serif”) design for texts in the
  Southeast Asian Ahom script. It has 76 glyphs.

","{'global', 'modern'}",['Google']
Noto Rashi Hebrew,serif,1382,noto-rashi-hebrew,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoRashiHebrew,notorashihebrew,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Rashi Hebrew is modulated (“serif”) design for the Middle
  Eastern Hebrew script with a semi-cursive skeleton based on
  15th-century Sephardic writing. It can be used for emphasis, complementing
  Noto Serif Hebrew. Similar designs were used for religious commentary. It has
  multiple weights and 92 glyphs.

","{'global', 'modern'}",['Google']
Noto Sans Carian,sans-serif,1383,noto-sans-carian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCarian-Regular,notosanscarian,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Carian is an unmodulated (“sans serif”) design for texts
  in the historical Middle Eastern Carian script. It has 54 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Canadian Aboriginal,sans-serif,1384,noto-sans-canadian-aboriginal,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCanadianAboriginal,notosanscanadianaboriginal,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Canadian Aboriginal is an unmodulated (“sans serif”)
  design for texts in the American
  Canadian Aboriginal syllabics script. It has multiple weights and 746
  glyphs.

","{'global', 'original', 'unmodulated', 'modern'}",['Google']
Noto Sans Lao Looped,sans-serif,1385,noto-sans-lao-looped,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansLaoLooped,notosanslaolooped,2022.0,"Noto is a global font collection for writing in all modern and ancient languages. Noto Sans Lao Looped is an unmodulated design in the more traditional, looped variant of the Southeast Asian Lao script, suitable for all texts. It has multiple weights and widths, and has 181 glyphs.","{'global', 'modern', 'unmodulated', 'traditional', 'suitable'}",['Google']
Noto Sans Deseret,sans-serif,1386,noto-sans-deseret,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansDeseret-Regular,notosansdeseret,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Deseret is an unmodulated (“sans serif”) design for texts
  in the historical American Deseret script. It has 85 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Thaana,sans-serif,1387,noto-sans-thaana,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansThaana,notosansthaana,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Thaana is an unmodulated (“sans serif”) design for texts
  in the Indic Thaana script. It has multiple weights and 90 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Old Hungarian,sans-serif,1388,noto-sans-old-hungarian,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOldHungarian-Regular,notosansoldhungarian,2020.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Old Hungarian is an unmodulated (“sans serif”) design for
  texts in the historical European
  Old Hungarian (Hungarian runic) script. It has 360 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Rubik Maze,display,1389,rubik-maze,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikMaze-Regular,rubikmaze,2020.0,"
The Generative Fonts is an original, script-generated collection of fonts based on the Google Fonts Rubik by Hubert and Fischer, Meir Sadan and Cyreal. The code used to generate it can be found at github.com/NaN-xyz/Glyph-Filters.


Check for more Rubik ""Filtered"" fonts!


To contribute, see github.com/NaN-xyz/Rubik-Filtered.

",{'original'},"[nan, 'Luke Prowse']"
Noto Sans Egyptian Hieroglyphs,sans-serif,1390,noto-sans-egyptian-hieroglyphs,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansEgyptianHieroglyphs-Regular,notosansegyptianhieroglyphs,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Egyptian Hieroglyphs is an unmodulated (“sans serif”)
  design for texts in the historical African
  Egyptian hieroglyphs script. It has 1,079 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Grey Qo,handwriting,1391,grey-qo,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,GreyQo-Regular,greyqo,2021.0,"
A contemporary calligraphic script, Grey Qo combines traditional uppercase calligraphics with more stylized script lowercase forms.


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/grey-qo.

","{'calligraphic', 'contemporary', 'graphic', 'traditional'}",['Robert Leuschke']
Noto Serif Myanmar,serif,1392,noto-serif-myanmar,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"NotoSerifMyanmar-Thin,NotoSerifMyanmar-Black,NotoSerifMyanmar-Bold,NotoSerifMyanmar-ExtraBold,NotoSerifMyanmar-Medium,NotoSerifMyanmar-Light,NotoSerifMyanmar-ExtraLight,NotoSerifMyanmar-Regular,NotoSerifMyanmar-SemiBold",notoserifmyanmar,2016.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Myanmar is a modulated (“serif”) design for texts in the
  Southeast Asian Myanmar script. It has 725 glyphs.

","{'global', 'modern'}",['Google']
Blaka Ink,display,1393,blaka-ink,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BlakaInk-Regular,blakaink,2019.0,"
Blaka is an experimental typeface, enriching the gothic feeling of Black Letters by enhancing the
    geometric features to create midgrounds with the Kufic style for the Arabic letterforms.


    The aesthetical matching process between the two scripts relies on the features of being hand-drawn with a reed
    pen. While Latin letterforms maintain sharp edges, Arabic relies on sharp edges and thick strokes to create overlaps
    to replace a usual baseline in most letterforms, giving the Arabic letterforms contemporary features.


    The font family comes in two styles, Blaka and Blaka Hollow, featuring an outlined version of the font. Blaka also
    comes in two variants, the usual monochrome variants as well as an Ink variant Blaka Ink. The Ink variant
    are color fonts where the colors are defined by the font itself. Support for color fonts is currently limited to few
    applications like Google Chrome (version 98 or later).


    To contribute, see github.com/Gue3bara/Blaka.
","{'aesthetic', 'limited', 'contemporary', 'gothic'}",['Mohamed Gaber']
Noto Sans Balinese,sans-serif,1394,noto-sans-balinese,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBalinese,notosansbalinese,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Balinese is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Balinese script. It has multiple weights
  and 361 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Ingrid Darling,handwriting,1395,ingrid-darling,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,IngridDarling-Regular,ingriddarling,2021.0,"
Ingrid Darling is a cute script font originally created for greeting cards. It is based on a cursive hand writing style that has a playful, whimsical appeal. It would be best served as a display font and should be used sparingly rather than in larger bodies of type. 


It comes with Latin Character sets including Western, Central, and Vietnamese language support.


To contribute, see github.com/googlefonts/ingrid-darling.

","{'whimsical', 'original', 'larger'}",['Robert Leuschke']
Noto Sans Bamum,sans-serif,1396,noto-sans-bamum,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBamum,notosansbamum,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Bamum is an unmodulated (“sans serif”) design for texts
  in the African Bamum script. It has multiple weights and 662 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Bassa Vah,sans-serif,1397,noto-sans-bassa-vah,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBassaVah,notosansbassavah,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Bassa Vah is an unmodulated (“sans serif”) design for
  texts in the African Bassa Vah script. It has 45 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Tagalog,sans-serif,1398,noto-sans-tagalog,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTagalog-Regular,notosanstagalog,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Tagalog is an unmodulated (“sans serif”) design for texts
  in the historical Southeast Asian Tagalog script. It has 31 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Flow Rounded,display,1399,flow-rounded,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,FlowRounded-Regular,flowrounded,2020.0,"
    Flow is a font family built for abstracting content and code for design mockups, wireframing, presentations, and websites. It's not perfect, but neither are your wireframes. Flow has sub-pixels, artifacts, overlaps and other imperfections.


    Flow comes in three styles: Circular, Rounded and Block.


    Check out danross.co/flow/.


    To contribute, see github.com/HYPD/flow-typeface.


    To learn more, read Flow and Redacted: Check out these new options for wireframes and other early-stage designs.
",set(),['Dan Ross']
Noto Sans Old Italic,sans-serif,1400,noto-sans-old-italic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOldItalic-Regular,notosansolditalic,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Old Italic is an unmodulated (“sans serif”) design for
  texts in the historical European Old Italic script. It has 65 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans SignWriting,sans-serif,1401,noto-sans-signwriting,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSignWriting-Regular,notosanssignwriting,2022.0,"Noto is a global font collection for writing in all modern and ancient languages. Noto Sans SignWriting is a design for the Sign-Language SignWriting script. It has 37,886 glyphs.","{'global', 'modern'}",['Google']
Noto Sans Vai,sans-serif,1402,noto-sans-vai,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansVai-Regular,notosansvai,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Vai is an unmodulated (“sans serif”) design for texts in
  the African Vai script. It has 305 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Imperial Aramaic,sans-serif,1403,noto-sans-imperial-aramaic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansImperialAramaic-Regular,notosansimperialaramaic,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Imperial Aramaic is an unmodulated (“sans serif”) design
  for texts in the historical Middle Eastern Imperial Aramaic script.
  It has 36 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Serif NP Hmong,serif,1404,noto-serif-np-hmong,"400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifNPHmong,notoserifnphmong,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Nyiakeng Puachue Hmong is a modulated (“serif”) design
  for texts in the Nyiakeng Puachue Hmong script. It has multiple
  weights and 76 glyphs.

","{'global', 'modern'}",['Google']
Noto Traditional Nushu,sans-serif,1405,noto-traditional-nushu,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoTraditionalNushu-Regular,nototraditionalnushu,2020.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Traditional Nushu is an unmodulated (“sans serif”) design in
  multiple weights for the East Asian Nüshu script, with a calligraphic
  skeleton and a compact appearance. It is suitable for texts in medium font
  sizes, and for headlines. It has 870 glyphs.

","{'global', 'modern', 'calligraphic', 'unmodulated', 'graphic', 'suitable'}",['Google']
Noto Serif Balinese,serif,1406,noto-serif-balinese,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifBalinese-Regular,notoserifbalinese,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Balinese is a modulated (“serif”) design for texts in
  the Southeast Asian Balinese script. It has 217 glyphs.

","{'global', 'modern'}",['Google']
Noto Sans Gunjala Gondi,sans-serif,1407,noto-sans-gunjala-gondi,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansGunjalaGondi-Regular,notosansgunjalagondi,2019.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Gunjala Gondi is an unmodulated (“sans serif”) design for
  texts in the Indic Gunjala Gondi script. It has 254 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Oriya,serif,1408,noto-serif-oriya,"400,500,600,700",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifOriya,notoseriforiya,2022.0,"
    Noto is a global font collection for writing in all modern and ancient
    languages. Noto Serif Oriya is a modulated (“serif”) design for texts in the
    Indic Odia (Oriya) script. It has multiple weights and 690 glyphs.
","{'global', 'modern'}",['Google']
Noto Sans Tagbanwa,sans-serif,1409,noto-sans-tagbanwa,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTagbanwa-Regular,notosanstagbanwa,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Tagbanwa is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Tagbanwa script. It has 29 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Yi,sans-serif,1410,noto-sans-yi,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansYi-Regular,notosansyi,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Yi is an unmodulated (“sans serif”) design for texts in
  the East Asian Yi script. It has 1,251 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Brahmi,sans-serif,1411,noto-sans-brahmi,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBrahmi-Regular,notosansbrahmi,2018.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Brahmi is an unmodulated (“sans serif”) design for texts
  in the historical Indic Brahmi script. It has 257 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Glagolitic,sans-serif,1412,noto-sans-glagolitic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansGlagolitic-Regular,notosansglagolitic,2017.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Glagolitic is an unmodulated (“sans serif”) design for
  texts in the historical European Glagolitic script. It has 142
  glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Buginese,sans-serif,1413,noto-sans-buginese,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBuginese-Regular,notosansbuginese,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Buginese is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Buginese script. It has 41 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Kayah Li,sans-serif,1414,noto-sans-kayah-li,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansKayahLi,notosanskayahli,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Kayah Li is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Kayah Li script. It has multiple weights
  and 60 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Serif Gurmukhi,serif,1415,noto-serif-gurmukhi,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifGurmukhi,notoserifgurmukhi,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Serif Gurmukhi is a modulated (“serif”) design for texts in
  the Indic Gurmukhi script. It has multiple weights and 294 glyphs.

","{'global', 'modern'}",['Google']
Noto Sans Hanunoo,sans-serif,1416,noto-sans-hanunoo,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansHanunoo-Regular,notosanshanunoo,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Hanunoo is an unmodulated (“sans serif”) design for texts
  in the Southeast Asian Hanunoo script. It has 48 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Cham,sans-serif,1417,noto-sans-cham,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCham,notosanscham,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Cham is an unmodulated (“sans serif”) design for texts in
  the Southeast Asian Cham script. It has multiple weights and 131
  glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Buhid,sans-serif,1418,noto-sans-buhid,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansBuhid-Regular,notosansbuhid,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Buhid is an unmodulated (“sans serif”) design for texts
  in the Southeast Asian Buhid script. It has 44 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Medefaidrin,sans-serif,1419,noto-sans-medefaidrin,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMedefaidrin,notosansmedefaidrin,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Medefaidrin is an unmodulated (“sans serif”) design for
  texts in the African Medefaidrin (Oberi Okaime) script. It has
  multiple weights and 97 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Mro,sans-serif,1420,noto-sans-mro,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMro-Regular,notosansmro,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Mro is an unmodulated (“sans serif”) design for texts in
  the Indic Mro script. It has 48 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Chakma,sans-serif,1421,noto-sans-chakma,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansChakma-Regular,notosanschakma,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Chakma is an unmodulated (“sans serif”) design for texts
  in the Indic Chakma script. It has 212 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Ol Chiki,sans-serif,1422,noto-sans-ol-chiki,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOlChiki,notosansolchiki,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Ol Chiki is an unmodulated (“sans serif”) design for
  texts in the Indic Ol Chiki script. It has multiple weights and 55
  glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Sundanese,sans-serif,1423,noto-sans-sundanese,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSundanese,notosanssundanese,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Sundanese is an unmodulated (“sans serif”) design for
  texts in the Southeast Asian Sundanese script. It has multiple
  weights and 89 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Multani,sans-serif,1424,noto-sans-multani,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMultani-Regular,notosansmultani,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Multani is an unmodulated (“sans serif”) design for texts
  in the historical Indic Multani script. It has 53 glyphs.

","{'historical', 'global', 'unmodulated', 'modern'}",['Google']
Noto Sans Osage,sans-serif,1425,noto-sans-osage,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansOsage-Regular,notosansosage,2022.0,"
  Noto is a global font collection for writing in all modern and ancient
  languages. Noto Sans Osage is an unmodulated (“sans serif”) design for texts
  in the American Osage script. It has 82 glyphs.

","{'global', 'unmodulated', 'modern'}",['Google']
